batch,context_len,kv_len,hit_rate,bench_miss_mask,synthetic_cache_pattern,flashinfer_ms,flashinfer_run_event_ms,flashinfer_plan_run_event_ms,flashinfer_plan_run_wall_ms,mac_ms,mac_event_ms,mac_wall_ms,mac_speedup_vs_flashinfer,tile_tokens,complete_rows,group_tail_rows,hit_tail_rows,fallback_reduce_groups,balanced_tile_tokens,non_hit_groups,full_fallback_groups,max_full_fallback_reduce_chunks,max_mixed_reduce_chunks,miss_head_count,miss_count_0_groups,miss_count_1_groups,miss_count_2_groups,miss_count_3_groups,miss_count_4_groups,mixed_miss1_groups,mixed_miss2_groups,mixed_miss3_groups,full_miss_groups,scheduled_head_slot_tokens,actual_head_tokens,active_miss_head_tokens,mixed_scheduled_head_slot_tokens,mixed_actual_head_tokens,mixed_active_miss_head_tokens,mixed_unused_head_slot_ratio,complete_group_rows,complete_head_rows,complete_mixed_z2_rows,complete_full_group_rows,complete_mixed_group_rows,complete_mac_hit_group_rows,estimated_materialized_partial_rect_states,estimated_active_partial_rect_states,estimated_inactive_partial_rect_states,estimated_inactive_partial_rect_state_ratio,estimated_partial_rect_states,estimated_partial_rect_bytes,estimated_phase4_rect_state_reads,estimated_phase4_rect_read_bytes,estimated_active_phase4_rect_state_reads,estimated_inactive_phase4_rect_state_reads,estimated_inactive_phase4_rect_read_ratio,miss_mask_hist,group_task_miss_mask_hist,phase_order,match_pct,prepare_pct,complete_pct,reduce_pct_detail,reduce_sync_wait_pct,reduce_compute_pct,tail_pct_detail,fallback_group_merge_pct,merge_write_pct,cache_subtract_pct
1,65536,65537,0.9,,faithful,0.2780262662175422,0.16029653549194336,0.27761386235555013,0.2780262662175422,0.21535101695917547,0.21447893778483074,0.21535101695917547,1.2910376284419784,32,1046,64,0,2,128,2,0,0,16,3,6,1,1,0,0,1,1,0,0,523784,197699,195843,522248,196163,195843,0.624387264251709,1022,24,1022,0,0,0,4112,1567,2545,0.618920233463035,4112,2121792,152,78432,77,75,0.4934210526315789,0:6;3:1;8:1,3:511;8:511,,,,,,,,,,,
1,65536,65537,0.95,,faithful,0.2780262662175422,0.16029653549194336,0.27761386235555013,0.2780262662175422,0.21557468377674618,0.21511306762695312,0.21557468377674618,1.2896981284939386,32,1046,64,0,2,128,2,0,0,16,2,6,2,0,0,0,2,0,0,0,523784,132482,130562,522248,130946,130562,0.7492647171020508,1022,24,1022,0,0,0,4112,1058,3054,0.742704280155642,4112,2121792,152,78432,62,90,0.5921052631578947,0:6;1:1;8:1,1:511;8:511,,,,,,,,,,,
1,65536,65537,0.96875,,faithful,0.2780262662175422,0.16029653549194336,0.27761386235555013,0.2780262662175422,0.19737248367164284,0.19688852628072104,0.19737248367164284,1.408637420199253,32,1033,64,0,1,65,1,0,0,32,1,7,1,0,0,0,1,0,0,0,262916,67265,65281,261124,65473,65281,0.7492647171020508,1005,28,1005,0,0,0,4048,1039,3009,0.7433300395256917,4048,2088768,156,80496,63,93,0.5961538461538461,0:7;8:1,8:1005,,,,,,,,,,,
1,65536,65537,1.0,,faithful,0.2780262662175422,0.16029653549194336,0.27761386235555013,0.2780262662175422,0.09749150000667821,0.09707520008087159,0.09749150000667821,2.851800066657065,32,64,64,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2048,2048,0,0,0,0,0.0,0,64,0,0,0,0,64,64,0,0.0,64,33024,64,33024,64,0,0.0,0:8,,,,,,,,,,,,
1,98304,98305,0.0,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.4115340164086471,0.41109546025594074,0.4115340164086471,0.8562668017117361,32,1120,64,0,8,701,8,8,3,0,32,0,0,0,0,8,0,0,0,8,3137568,3137568,3137568,0,0,0,0.0,1120,0,0,1120,0,0,4480,4480,0,0.0,4480,2311680,96,49536,96,0,0.0,15:8,15:1120,,,,,,,,,,,
1,98304,98305,0.1,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.4207136167678982,0.4202389399210612,0.4207136167678982,0.8375838146931719,32,1025,64,0,8,211,8,7,2,8,29,0,1,0,0,7,1,0,0,7,3137568,2843613,2843421,392196,98241,98049,0.7495104670524597,1025,0,1,560,0,0,4100,2244,1856,0.4526829268292683,4100,2115600,88,45408,67,21,0.23863636363636365,8:1;15:7,8:1;15:560,,,,,,,,,,,
1,98304,98305,0.2,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.4032372332100446,0.4014080047607422,0.4032372332100446,0.8738848672792638,32,1706,64,0,8,336,8,6,3,5,26,0,2,0,0,6,2,0,0,6,3137568,2549658,2549274,784392,196482,196098,0.7495104670524597,1706,0,2,1122,0,0,6824,4496,2328,0.34114888628370454,6824,3521184,112,57792,88,24,0.21428571428571427,1:1;8:1;15:6,1:1;8:1;15:1122,,,,,,,,,,,
1,98304,98305,0.3,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.3746016009245068,0.374022388458252,0.3746016009245068,0.940687159788281,32,1529,64,0,7,312,7,5,3,5,22,1,2,0,0,5,2,0,0,5,2745628,2157718,2157078,784392,196482,196098,0.7495104670524597,1525,4,2,895,0,0,6104,3592,2512,0.41153342070773263,6104,3149664,104,53664,80,24,0.23076923076923078,0:1;1:1;8:1;15:5,1:1;8:1;15:895,,,,,,,,,,,
1,98304,98305,0.4,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.3457867996379112,0.3452181180318197,0.3457867996379112,1.0190756743600775,32,1586,64,0,6,288,6,4,4,6,19,2,1,1,0,4,1,1,0,4,2353688,1863763,1862931,784392,294467,294147,0.6245920658111572,1578,8,2,896,0,0,6320,3600,2720,0.43037974683544306,6320,3261120,120,61920,95,25,0.20833333333333334,0:2;3:1;8:1;15:4,3:1;8:1;15:896,,,,,,,,,,,
1,98304,98305,0.5,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.32473444977464777,0.32422399520874023,0.32473444977464777,1.0851417712852964,32,1653,64,0,5,264,5,3,5,6,16,3,1,0,1,3,1,0,1,3,1961748,1569808,1568784,784392,392452,392196,0.49967363476753235,1641,12,2,897,0,0,6576,3608,2968,0.451338199513382,6576,3393216,120,61920,100,20,0.16666666666666666,0:3;7:1;8:1;15:3,7:1;8:1;15:897,,,,,,,,,,,
1,98304,98305,0.6,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.3051547333598137,0.3046762784322103,0.3051547333598137,1.1547679832654474,32,1497,64,0,4,168,4,3,5,10,13,4,1,0,0,3,1,0,0,3,1569808,1275853,1274637,392196,98241,98049,0.7495104670524597,1481,16,1,897,0,0,5940,3608,2332,0.3925925925925926,5940,3065040,116,59856,89,27,0.23275862068965517,0:4;8:1;15:3,8:1;15:897,,,,,,,,,,,
1,98304,98305,0.7,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.30701406649313867,0.3065818786621094,0.30701406649313867,1.1477744979274187,32,1602,64,0,4,240,4,2,6,7,10,4,2,0,0,2,2,0,0,2,1569808,981898,980490,784392,196482,196098,0.7495104670524597,1586,16,2,768,0,0,6360,3096,3264,0.5132075471698113,6360,3281760,120,61920,84,36,0.3,0:4;1:1;8:1;15:2,1:1;8:1;15:768,,,,,,,,,,,
1,98304,98305,0.8,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.2851543831638992,0.284661865234375,0.2851543831638992,1.235761877885205,32,1312,64,0,3,216,3,1,6,8,6,5,2,0,0,1,2,0,0,1,1177868,589958,588294,784392,196482,196098,0.7495104670524597,1292,20,2,384,0,0,5188,1564,3624,0.6985350809560524,5188,2677008,108,55728,66,42,0.3888888888888889,0:5;1:1;8:1;15:1,1:1;8:1;15:384,,,,,,,,,,,
1,98304,98305,0.875,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.2497696327433611,0.2492645263671875,0.2497696327433611,1.4108317018181777,32,1046,64,0,2,192,2,0,0,16,4,6,1,0,1,0,1,0,1,0,785928,393988,392196,784392,392452,392196,0.49967363476753235,1022,24,1022,0,0,0,4112,2072,2040,0.4961089494163424,4112,2121792,152,78432,92,60,0.39473684210526316,0:6;7:1;8:1,7:511;8:511,,,,,,,,,,,
1,98304,98305,0.9,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.2473611336123819,0.2465002695719401,0.2473611336123819,1.4245686494063614,32,1046,64,0,2,192,2,0,0,16,3,6,1,1,0,0,1,1,0,0,785928,296003,294147,784392,294467,294147,0.6245920658111572,1022,24,1022,0,0,0,4112,1562,2550,0.620136186770428,4112,2121792,152,78432,77,75,0.4934210526315789,0:6;3:1;8:1,3:511;8:511,,,,,,,,,,,
1,98304,98305,0.95,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.24599314977725348,0.2443882624308268,0.24599314977725348,1.4324907679132517,32,1046,64,0,2,192,2,0,0,16,2,6,2,0,0,0,2,0,0,0,785928,198018,196098,784392,196482,196098,0.7495104670524597,1022,24,1022,0,0,0,4112,1052,3060,0.7441634241245136,4112,2121792,152,78432,62,90,0.5921052631578947,0:6;1:1;8:1,1:511;8:511,,,,,,,,,,,
1,98304,98305,0.96875,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.21303469936052957,0.21238719622294108,0.21303469936052957,1.6541104199624386,32,1039,64,0,1,97,1,0,0,32,1,7,1,0,0,0,1,0,0,0,393988,100033,98049,392196,98241,98049,0.7495104670524597,1011,28,1011,0,0,0,4072,1042,3030,0.7441060903732809,4072,2101152,156,80496,63,93,0.5961538461538461,0:7;8:1,8:1011,,,,,,,,,,,
1,98304,98305,1.0,,faithful,0.3523829160258174,0.23259040514628093,0.35198825200398765,0.3523829160258174,0.09680133371148258,0.09636639753977458,0.09680133371148258,3.6402692247619073,32,64,64,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2048,2048,0,0,0,0,0.0,0,64,0,0,0,0,64,64,0,0.0,64,33024,64,33024,64,0,0.0,0:8,,,,,,,,,,,,
1,126976,126977,0.0,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.49162813326499116,0.4912181218465169,0.49162813326499116,0.8374185471140362,32,1120,64,0,8,906,8,8,3,0,32,0,0,0,0,8,0,0,0,8,4055072,4055072,4055072,0,0,0,0.0,1120,0,0,1120,0,0,4480,4480,0,0.0,4480,2311680,96,49536,96,0,0.0,15:8,15:1120,,,,,,,,,,,
1,126976,126977,0.1,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.4981040828473245,0.4976655960083008,0.4981040828473245,0.8265311031496719,32,1025,64,0,8,273,8,7,2,8,29,0,1,0,0,7,1,0,0,7,4055072,3675101,3674909,506884,126913,126721,0.7496212124824524,1025,0,2,560,0,0,4100,2248,1852,0.45170731707317074,4100,2115600,88,45408,67,21,0.23863636363636365,8:1;15:7,8:2;15:560,,,,,,,,,,,
1,126976,126977,0.2,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.4801735495372365,0.4797077178955078,0.4801735495372365,0.8573952427740468,32,1706,64,0,8,434,8,6,3,5,26,0,2,0,0,6,2,0,0,6,4055072,3295130,3294746,1013768,253826,253442,0.7496212124824524,1706,0,2,1122,0,0,6824,4496,2328,0.34114888628370454,6824,3521184,112,57792,88,24,0.21428571428571427,1:1;8:1;15:6,1:1;8:1;15:1122,,,,,,,,,,,
1,126976,126977,0.3,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.44460946616406244,0.44420000712076824,0.44460946616406244,0.9259778488999523,32,1529,64,0,7,403,7,5,3,5,22,1,2,0,0,5,2,0,0,5,3548444,2788502,2787862,1013768,253826,253442,0.7496212124824524,1525,4,2,895,0,0,6104,3592,2512,0.41153342070773263,6104,3149664,104,53664,80,24,0.23076923076923078,0:1;1:1;8:1;15:5,1:1;8:1;15:895,,,,,,,,,,,
1,126976,126977,0.4,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.3992362665788581,0.3988037427266439,0.3992362665788581,1.0312152265301153,32,1586,64,0,6,372,6,4,4,6,19,2,1,1,0,4,1,1,0,4,3041816,2408531,2407699,1013768,380483,380163,0.6246843338012695,1578,8,2,896,0,0,6320,3600,2720,0.43037974683544306,6320,3261120,120,61920,95,25,0.20833333333333334,0:2;3:1;8:1;15:4,3:1;8:1;15:896,,,,,,,,,,,
1,126976,126977,0.5,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.37351526649824035,0.3731162707010905,0.37351526649824035,1.1022267468178417,32,1653,64,0,5,341,5,3,5,6,16,3,1,0,1,3,1,0,1,3,2535188,2028560,2027536,1013768,507140,506884,0.49974748492240906,1641,12,2,897,0,0,6576,3608,2968,0.451338199513382,6576,3393216,120,61920,100,20,0.16666666666666666,0:3;7:1;8:1;15:3,7:1;8:1;15:897,,,,,,,,,,,
1,126976,126977,0.6,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.3394710006735598,0.339029852549235,0.3394710006735598,1.2127649085261627,32,1497,64,0,4,217,4,3,5,10,13,4,1,0,0,3,1,0,0,3,2028560,1648589,1647373,506884,126913,126721,0.7496212124824524,1481,16,1,897,0,0,5940,3608,2332,0.3925925925925926,5940,3065040,116,59856,89,27,0.23275862068965517,0:4;8:1;15:3,8:1;15:897,,,,,,,,,,,
1,126976,126977,0.7,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.35627955027545494,0.35583413441975914,0.35627955027545494,1.1555491095709898,32,1730,64,0,4,310,4,2,7,7,10,4,2,0,0,2,2,0,0,2,2028560,1268618,1267210,1013768,253826,253442,0.7496212124824524,1714,16,2,896,0,0,6872,3608,3264,0.47497089639115253,6872,3545952,128,66048,92,36,0.28125,0:4;1:1;8:1;15:2,1:1;8:1;15:896,,,,,,,,,,,
1,126976,126977,0.8,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.31535416686286527,0.3149130821228027,0.31535416686286527,1.3055115813902838,32,1426,64,0,3,279,3,1,8,8,6,5,2,0,0,1,2,0,0,1,1521932,761990,760326,1013768,253826,253442,0.7496212124824524,1406,20,4,496,0,0,5644,2020,3624,0.6420978029766123,5644,2912304,116,59856,74,42,0.3620689655172414,0:5;1:1;8:1;15:1,1:2;8:2;15:496,,,,,,,,,,,
1,126976,126977,0.875,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.2684933162527159,0.2680639902750651,0.2684933162527159,1.533365980297434,32,1046,64,0,2,248,2,0,0,16,4,6,1,0,1,0,1,0,1,0,1015304,508676,506884,1013768,507140,506884,0.49974748492240906,1022,24,1022,0,0,0,4112,2072,2040,0.4961089494163424,4112,2121792,152,78432,92,60,0.39473684210526316,0:6;7:1;8:1,7:511;8:511,,,,,,,,,,,
1,126976,126977,0.9,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.2590205500988911,0.25857812563578286,0.2590205500988911,1.5894434511932467,32,1046,64,0,2,248,2,0,0,16,3,6,1,1,0,0,1,1,0,0,1015304,382019,380163,1013768,380483,380163,0.6246843338012695,1022,24,1022,0,0,0,4112,1562,2550,0.620136186770428,4112,2121792,152,78432,77,75,0.4934210526315789,0:6;3:1;8:1,3:511;8:511,,,,,,,,,,,
1,126976,126977,0.95,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.25669824972283095,0.2562565326690674,0.25669824972283095,1.6038228446188656,32,1046,64,0,2,248,2,0,0,16,2,6,2,0,0,0,2,0,0,0,1015304,255362,253442,1013768,253826,253442,0.7496212124824524,1022,24,1022,0,0,0,4112,1052,3060,0.7441634241245136,4112,2121792,152,78432,62,90,0.5921052631578947,0:6;1:1;8:1,1:511;8:511,,,,,,,,,,,
1,126976,126977,0.96875,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.21890183367455998,0.21851627031962076,0.21890183367455998,1.8807449447464397,32,1042,64,0,1,125,1,0,0,32,1,7,1,0,0,0,1,0,0,0,508676,128705,126721,506884,126913,126721,0.7496212124824524,1014,28,1014,0,0,0,4084,1045,3039,0.7441234084231146,4084,2107344,156,80496,63,93,0.5961538461538461,0:7;8:1,8:1014,,,,,,,,,,,
1,126976,126977,1.0,,faithful,0.41169851707915467,0.2962789217631022,0.41131038665771485,0.41169851707915467,0.09709016691582899,0.09670399824778239,0.09709016691582899,4.240372945656496,32,64,64,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2048,2048,0,0,0,0,0.0,0,64,0,0,0,0,64,64,0,0.0,64,33024,64,33024,64,0,0.0,0:8,,,,,,,,,,,,
